Date,Cum_deaths,7-day Average New Deaths,New Deaths Rate,7-day Average New Death Rate,Total Death Rate
06/22/2021,22,18.1,12.04,12.620000000000001,15405.04
06/23/2020,34,47.6,3.41,8.44,1749.72
06/23/2021,14,15.900000000000002,3.7,9.59,15408.72
06/24/2020,44,46.5,4.779999999999999,7.97,1754.51
06/24/2021,14,15.4,9.16,7.279999999999999,15417.88
06/25/2020,36,44.4,5.91,7.88,1760.4
06/25/2021,12,14.6,4.25,6.9799999999999995,15422.15
06/26/2020,32,41.5,3.4,6.5600000000000005,1763.81
06/26/2021,10,14.4,3.94,6.43,15426.09
06/27/2020,38,39.7,12.16,7.13,1775.98
06/27/2021,14,14.1,3.31,5.79,15429.42
06/28/2020,36,38.1,5.7299999999999995,6.58,1781.7
06/28/2021,8,12.8,1.3599999999999999,5.4,15430.79
06/29/2020,38,36.2,7.21,6.1000000000000005,1788.91
06/29/2021,14,11.8,2.37,4.03,15433.16
06/30/2020,42,37.400000000000006,7.3,6.66,1796.2
06/30/2021,12,11.6,7.25,4.54,15440.41
07/01/2020,42,37.2,11.67,7.64,1807.87
07/01/2021,4,10.3,0.7899999999999999,3.3400000000000003,15441.19
07/02/2020,46,38.6,9.68,8.17,1817.52
07/02/2021,16,10.799999999999999,3.0500000000000003,3.16,15444.24
07/03/2020,32,38.7,4.58,8.33,1822.11
07/03/2021,4,9.6,0.66,2.7,15444.88
07/04/2020,32,37.8,5.6899999999999995,7.390000000000001,1827.78
07/04/2021,14,9.7,10.85,3.76,15455.76
07/05/2020,50,39.800000000000004,5.2,7.32,1832.98
07/05/2021,12,10.3,4.18,4.15,15459.95
07/06/2020,44,40.800000000000004,5.49,7.05,1838.47
07/06/2021,6,9.3,0.79,3.95,15460.74
07/07/2020,26,38.4,3.37,6.53,1841.85
07/07/2021,8,8.7,1.18,3.09,15461.93
07/08/2020,38,37.9,6.84,5.84,1848.7
07/08/2021,6,8.9,1.28,3.17,15463.21
07/09/2020,26,35.0,3.8899999999999997,5.01,1852.5900000000001
07/09/2021,8,7.8,1.65,2.95,15464.87
07/10/2020,32,35.199999999999996,6.46,5.27,1859.06
07/10/2021,12,8.9,2.3,3.21,15467.17
07/11/2020,24,33.7,5.8,5.3,1864.8700000000001
07/11/2021,22,10.0,6.390000000000001,2.58,15473.53
07/12/2020,22,29.9,6.64,5.51,1871.53
07/12/2021,10,9.7,1.7,2.21,15475.25
07/13/2020,36,28.900000000000002,5.17,5.46,1876.69
07/13/2021,12,10.6,2.42,2.43,15477.68
07/14/2020,38,30.3,5.5200000000000005,5.78,1882.19
07/14/2021,6,10.3,0.7,2.36,15478.38
07/15/2020,32,29.8,5.029999999999999,5.5200000000000005,1887.2
07/15/2021,10,10.9,2.39,2.5,15480.77
07/16/2020,26,29.900000000000002,4.6,5.61,1891.82
07/16/2021,10,11.200000000000001,23.349999999999998,5.61,15504.119999999999
07/17/2020,24,28.6,8.7,5.92,1900.51
07/17/2021,6,10.200000000000001,1.1800000000000002,5.44,15505.31
07/18/2020,34,30.099999999999998,3.91,5.65,1904.44
07/18/2021,4,7.6,1.26,4.72,15506.56
07/19/2020,28,30.7,11.2,6.3,1915.6399999999999
07/19/2021,10,7.8,23.97,7.91,15530.56
07/20/2020,16,28.0,2.63,5.93,1918.27
07/20/2021,2,6.3999999999999995,0.09,7.57,15530.65
07/21/2020,26,26.3,9.55,6.49,1927.83
07/21/2021,12,7.3999999999999995,9.64,8.84,15540.28
07/22/2020,26,25.5,4.0600000000000005,6.3500000000000005,1931.8799999999999
07/22/2021,8,7.0,2.26,8.82,15542.55
07/23/2020,30,25.8,5.32,6.46,1937.21
07/23/2021,8,6.7,0.59,5.57,15543.13
07/24/2020,22,25.5,3.76,5.75,1940.99
07/24/2021,16,8.1,5.01,6.12,15548.12
07/25/2020,32,25.2,5.57,6.0,1946.56
07/25/2021,10,9.0,1.73,6.19,15549.85
07/26/2020,22,24.400000000000002,5.6,5.21,1952.17
07/26/2021,12,9.4,3.87,3.3200000000000003,15553.72
07/27/2020,24,25.5,2.35,5.16,1954.51
07/27/2021,10,10.4,1.0,3.44,15554.71
07/28/2020,32,26.3,5.08,4.55,1959.63
07/28/2021,14,10.7,2.69,2.4299999999999997,15557.41
07/29/2020,30,26.8,3.98,4.51,1963.61
07/29/2021,6,10.5,0.73,2.21,15558.14
07/30/2020,22,25.9,6.79,4.73,1970.3899999999999
07/30/2021,22,12.3,6.04,2.99,15564.17
07/31/2020,46,29.099999999999998,11.29,5.8100000000000005,1981.69
07/31/2021,14,11.9,3.96,2.85,15568.13
08/01/2020,26,28.2,2.16,5.3,1983.87
08/01/2021,26,14.200000000000001,4.08,3.19,15572.21
08/02/2020,38,30.5,7.949999999999999,5.63,1991.82
08/02/2021,6,13.600000000000001,1.33,2.82,15573.57
08/03/2020,38,32.5,9.06,6.59,2000.88
08/03/2021,6,13.1,1.38,2.89,15574.96
08/04/2020,20,30.6,3.2699999999999996,6.34,2004.16
08/04/2021,16,13.5,2.55,2.88,15577.51
08/05/2020,40,31.9,8.61,7.0200000000000005,2012.75
08/05/2021,26,16.1,7.87,3.92,15585.41
08/06/2020,38,34.7,4.4,6.68,2017.16
08/06/2021,28,17.1,7.16,4.0600000000000005,15592.539999999999
08/07/2020,72,38.2,11.24,6.66,2028.4
08/07/2021,30,19.5,5.87,4.32,15598.41
08/08/2020,30,38.9,5.54,7.13,2033.93
08/08/2021,12,17.6,2.5,4.1000000000000005,15600.91
08/09/2020,40,39.5,5.55,6.8,2039.47
08/09/2021,36,22.0,6.35,4.8,15607.24
08/10/2020,46,40.5,12.14,7.25,2051.59
08/10/2021,28,25.2,6.29,5.5,15613.55
08/11/2020,36,42.800000000000004,5.36,7.5600000000000005,2056.94
08/11/2021,22,25.9,7.050000000000001,6.140000000000001,15620.6
08/12/2020,42,42.9,5.67,7.15,2062.63
08/12/2021,16,24.2,4.48,5.67,15625.07
08/13/2020,38,42.8,8.68,7.760000000000001,2071.3
08/13/2021,30,24.3,6.29,5.57,15631.35
08/14/2020,26,36.0,5.16,6.88,2076.47
08/14/2021,18,22.6,4.54,5.36,15635.9
08/15/2020,22,35.0,9.540000000000001,7.44,2085.96
08/15/2021,26,24.8,7.18,6.0200000000000005,15643.06
08/16/2020,30,33.9,4.45,7.29,2090.42
08/16/2021,30,24.0,5.07,5.83,15648.14
08/17/2020,18,29.8,3.44,6.06,2093.89
08/17/2021,18,22.0,12.75,6.7700000000000005,15660.9
08/18/2020,38,29.9,12.71,7.12,2106.58
08/18/2021,38,24.6,12.02,7.48,15672.92
08/19/2020,24,27.3,4.68,6.97,2111.2599999999998
08/19/2021,42,28.2,16.68,9.19,15689.630000000001
08/20/2020,42,28.1,13.06,7.58,2124.33
08/20/2021,46,30.6,21.42,11.36,15711.03
08/21/2020,24,27.9,3.62,7.37,2127.93
08/21/2021,42,33.7,8.49,11.95,15719.52
08/22/2020,18,27.5,7.4,7.0600000000000005,2135.33
08/22/2021,44,36.4,11.6,12.56,15731.11
08/23/2020,24,26.3,2.11,6.72,2137.46
08/23/2021,60,41.0,20.97,14.83,15752.1
08/24/2020,34,28.5,5.54,7.03,2142.97
08/24/2021,52,45.7,16.23,15.32,15768.35
08/25/2020,30,27.5,8.21,6.37,2151.21
08/25/2021,44,46.4,11.870000000000001,15.31,15780.21
08/26/2020,18,26.7,2.68,6.09,2153.87
08/26/2021,56,48.6,14.05,14.94,15794.27
08/27/2020,26,24.3,7.66,5.32,2161.54
08/27/2021,48,48.4,24.84,15.44,15819.12
08/28/2020,34,25.7,7.65,5.890000000000001,2169.19
08/28/2021,66,52.1,15.31,16.43,15834.42
08/29/2020,32,28.2,8.32,6.02,2177.53
08/29/2021,56,54.0,13.379999999999999,16.67,15847.78
08/30/2020,24,28.2,5.85,6.57,2183.38
08/30/2021,74,56.0,39.07,19.23,15886.84
08/31/2020,34,27.9,8.28,6.97,2191.65
08/31/2021,74,59.1,29.84,21.18,15916.66
09/01/2020,12,25.3,2.92,6.23,2194.58
09/01/2021,68,62.400000000000006,19.64,22.28,15936.3
09/02/2020,34,27.2,9.940000000000001,7.23,2204.53
09/02/2021,58,62.4,28.46,24.35,15964.74
09/03/2020,22,26.8,4.72,6.82,2209.23
09/03/2021,56,63.8,21.189999999999998,23.83,15985.93
09/04/2020,24,25.599999999999998,7.619999999999999,6.8100000000000005,2216.87
09/04/2021,66,64.3,27.98,25.64,16013.86
09/05/2020,22,24.0,3.0,6.0600000000000005,2219.88
09/05/2021,78,67.7,20.68,26.67,16034.57
09/06/2020,30,24.9,6.32,6.11,2226.19
09/06/2021,70,66.4,34.88,26.09,16069.43
09/07/2020,20,22.799999999999997,3.6799999999999997,5.46,2229.87
09/07/2021,64,65.2,35.63,26.92,16105.04
09/08/2020,28,25.2,3.88,5.6000000000000005,2233.75
09/08/2021,76,66.39999999999999,28.619999999999997,28.18,16133.66
09/09/2020,30,24.6,6.84,5.15,2240.59
09/09/2021,58,66.5,13.64,26.05,16147.26
09/10/2020,34,26.3,6.59,5.42,2247.18
09/10/2021,86,70.7,29.21,27.23,16176.5
09/11/2020,24,26.4,3.7399999999999998,4.86,2250.94
09/11/2021,74,71.9,25.63,26.89,16202.14
09/12/2020,26,26.9,10.299999999999999,5.91,2261.25
09/12/2021,96,74.5,48.599999999999994,30.89,16250.72
09/13/2020,26,26.6,5.32,5.79,2266.58
09/13/2021,82,76.1,33.36,30.64,16284.039999999999
09/14/2020,30,27.7,6.93,6.24,2273.52
09/14/2021,72,76.89999999999999,31.36,30.06,16315.4
09/15/2020,30,28.1,6.449999999999999,6.62,2279.97
09/15/2021,68,75.89999999999999,34.08,30.82,16349.48
09/16/2020,24,27.3,4.95,6.34,2284.93
09/16/2021,80,79.39999999999999,23.21,32.19,16372.72
09/17/2020,18,25.0,2.87,5.8,2287.81
09/17/2021,92,80.0,30.46,32.42,16403.17
09/18/2020,24,24.9,6.07,6.12,2293.89
09/18/2021,108,84.8,35.3,33.75,16438.45
09/19/2020,20,24.1,4.47,5.300000000000001,2298.36
09/19/2021,106,86.4,59.019999999999996,35.19,16497.5
09/20/2020,30,25.1,9.99,5.97,2308.34
09/20/2021,70,84.4,33.67,35.27,16531.19
09/21/2020,22,23.599999999999998,6.21,5.89,2314.52
09/21/2021,96,87.8,27.76,34.8,16558.98
09/22/2020,30,23.7,8.309999999999999,6.13,2322.84
09/22/2021,82,90.4,31.57,34.45,16590.57
09/23/2020,24,23.8,8.9,6.69,2331.73
09/23/2021,92,92.0,63.63,40.24,16654.2
09/24/2020,22,24.1,7.220000000000001,7.32,2338.96
09/24/2021,104,93.4,36.26,41.08,16690.48
09/25/2020,34,25.6,11.75,8.13,2350.71
09/25/2021,130,96.8,53.73,43.730000000000004,16744.170000000002
09/26/2020,18,25.5,5.51,8.24,2356.23
09/26/2021,102,96.0,48.57,42.16,16792.72
09/27/2020,26,24.7,9.8,8.23,2366.02
09/27/2021,128,104.6,45.29,43.87,16838.0
09/28/2020,34,26.5,9.27,8.66,2375.3
09/28/2021,98,104.6,39.4,45.5,16877.45
09/29/2020,40,28.0,7.07,8.49,2382.35
09/29/2021,114,109.39999999999999,49.32,48.03,16926.77
09/30/2020,44,30.8,14.47,9.3,2396.8
09/30/2021,112,112.5,52.86,46.49,16979.65
10/01/2020,40,33.5,15.05,10.4,2411.84
10/01/2021,144,118.1,45.52,47.83,17025.14
10/02/2020,32,32.9,20.82,11.68,2432.6800000000003
10/02/2021,122,116.6,46.44,46.74,17071.57
10/03/2020,26,34.1,3.3000000000000003,11.389999999999999,2435.96
10/03/2021,156,124.8,57.24,48.06,17128.85
10/04/2020,42,36.199999999999996,20.45,12.9,2456.38
10/04/2021,94,120.3,29.41,45.78,17158.22
10/05/2020,46,38.2,16.29,13.93,2472.68
10/05/2021,128,124.1,45.43,46.65,17203.69
10/06/2020,30,36.6,8.07,14.07,2480.7200000000003
10/06/2021,166,131.10000000000002,88.57,52.2,17292.28
10/07/2020,42,36.1,11.48,13.63,2492.23
10/07/2021,126,133.5,37.54,50.01,17329.84
10/08/2020,38,36.2,27.649999999999995,15.44,2519.84
10/08/2021,132,131.7,69.51,53.42,17399.32
10/09/2020,38,36.9,9.41,13.82,2529.27
10/09/2021,134,133.20000000000002,69.3,56.72,17468.6
10/10/2020,52,40.6,22.97,16.61,2552.21
10/10/2021,120,127.89999999999999,48.17,55.410000000000004,17516.77
10/11/2020,32,39.3,7.05,14.72,2559.26
10/11/2021,126,132.79999999999998,55.62,59.14,17572.39
10/12/2020,34,37.4,18.12,14.99,2577.37
10/12/2021,156,137.2,72.85,63.04,17645.25
10/13/2020,30,37.3,6.54,14.76,2583.92
10/13/2021,144,133.70000000000002,67.95,60.13,17713.18
10/14/2020,52,38.8,17.36,15.62,2601.23
10/14/2021,156,138.0,74.89999999999999,65.44,17788.1
10/15/2020,58,41.6,17.78,14.2,2619.0
10/15/2021,138,138.79999999999998,54.14,63.3,17842.21
10/16/2020,42,42.3,17.88,15.42,2636.88
10/16/2021,134,139.1,56.47,61.46,17898.670000000002
10/17/2020,44,41.49999999999999,15.18,14.28,2652.1
10/17/2021,138,141.20000000000002,64.55,63.79,17963.22
10/18/2020,48,43.699999999999996,24.45,16.75,2676.56
10/18/2021,106,138.6,58.3,64.17,18021.52
10/19/2020,54,46.4,25.45,17.81,2701.96
10/19/2021,136,136.0,60.82,62.48,18082.29
10/20/2020,52,49.4,27.49,20.8,2729.46
10/20/2021,146,136.29999999999998,60.45,61.39,18142.75
10/21/2020,54,49.900000000000006,26.02,22.04,2755.46
10/21/2021,128,132.29999999999998,53.38,58.339999999999996,18196.14
10/22/2020,42,47.2,6.6,20.44,2762.07
10/22/2021,144,133.6,56.0,58.56,18252.17
10/23/2020,46,48.1,19.98,20.73,2782.03
10/23/2021,154,136.1,72.48,60.86,18324.63
10/24/2020,46,48.5,11.469999999999999,20.19,2793.5
10/24/2021,160,139.2,64.82,60.88,18389.5
10/25/2020,34,46.4,12.27,18.46,2805.78
10/25/2021,162,147.0,72.47,62.97,18461.99
10/26/2020,46,45.5,12.020000000000001,16.55,2817.79
10/26/2021,146,148.79999999999998,51.55,61.64,18513.52
10/27/2020,52,45.199999999999996,22.740000000000002,15.870000000000001,2840.52
10/27/2021,142,148.0,63.61,62.06,18577.11
10/28/2020,78,48.5,22.15,15.3,2862.68
10/28/2021,130,147.79999999999998,55.24,62.32,18632.33
10/29/2020,64,51.6,22.61,17.59,2885.3
10/29/2021,124,145.3,53.84,62.019999999999996,18686.16
10/30/2020,48,52.2,19.64,17.56,2904.92
10/30/2021,136,142.9,46.160000000000004,58.26,18732.32
10/31/2020,64,54.8,18.98,18.65,2923.89
10/31/2021,136,139.6,60.71,57.63,18793.01
11/01/2020,68,59.9,23.87,20.29,2947.7599999999998
11/01/2021,130,134.8,56.49,55.33,18849.49
11/02/2020,78,64.5,27.810000000000002,22.54,2975.58
11/02/2021,136,133.0,57.32,56.18,18906.82
11/03/2020,70,66.89999999999999,28.229999999999997,23.310000000000002,3003.83
11/03/2021,114,129.1,52.9,54.67,18959.75
11/04/2020,92,68.7,32.41,24.81,3036.24
11/04/2021,146,131.4,69.39,56.7,19029.16
11/05/2020,114,75.8,42.17,27.57,3078.37
11/05/2021,102,128.6,62.779999999999994,57.96,19091.89
11/06/2020,84,80.9,29.619999999999997,29.0,3107.95
11/06/2021,128,127.4,46.089999999999996,57.97,19137.98
11/07/2020,108,87.4,42.25,32.32,3150.2
11/07/2021,156,130.0,84.93,61.4,19222.91
11/08/2020,100,91.9,43.14,35.11,3193.31
11/08/2021,114,127.8,65.35,62.66,19288.25
11/09/2020,98,94.7,31.35,35.58,3224.68
11/09/2021,118,125.3,72.71,64.9,19360.93
11/10/2020,104,99.7,40.63,37.35,3265.3
11/10/2021,110,124.8,51.08,64.62,19412.03
11/11/2020,98,100.3,31.18,37.17,3296.45
11/11/2021,188,130.6,81.54,66.34,19493.57
11/12/2020,142,104.6,52.11,38.6,3348.51
11/12/2021,124,133.5,47.71,64.2,19541.31
11/13/2020,132,111.5,66.02,43.79,3414.53
11/13/2021,130,134.4,82.23,69.36,19623.51
11/14/2020,168,119.80000000000001,58.28,46.06,3472.78
11/14/2021,112,127.7,49.87,64.35,19673.43
11/15/2020,156,128.1,68.74,49.72,3541.56
11/15/2021,160,134.29999999999998,85.59,67.27,19759.02
11/16/2020,198,142.4,67.23,54.839999999999996,3608.82
11/16/2021,174,142.2,68.0,66.57,19827.02
11/17/2020,174,152.5,62.11,57.92,3670.92
11/17/2021,146,147.70000000000002,54.0,67.0,19881.0
11/18/2020,162,161.4,62.14,62.339999999999996,3733.08
11/18/2021,142,140.79999999999998,59.86,63.88,19940.82
11/19/2020,208,170.7,71.37,65.14,3804.45
11/19/2021,126,140.7,55.98,65.06,19996.81
11/20/2020,186,178.3,72.94,66.14,3877.3199999999997
11/20/2021,154,144.8,121.57000000000001,70.65,20118.37
11/21/2020,176,179.70000000000002,68.97,67.64,3946.3
11/21/2021,152,150.7,78.23,74.76,20196.55
11/22/2020,204,186.3,67.03,67.4,4013.36
11/22/2021,176,152.70000000000002,75.56,73.32,20272.15
11/23/2020,210,188.5,79.95,69.21,4093.36
11/23/2021,184,154.1,70.2,73.61,20342.32
11/24/2020,252,199.7,95.09,73.9,4188.47
11/24/2021,206,162.4,126.86,84.05,20469.22
11/25/2020,254,212.8,81.21,76.64,4269.67
11/25/2021,146,162.7,55.449999999999996,83.4,20524.63
11/26/2020,272,221.6,90.72,79.4,4360.4
11/26/2021,172,169.7,63.59,84.52,20588.23
11/27/2020,284,235.6,105.76,84.07,4466.2
11/27/2021,152,169.6,78.28,78.33,20666.54
11/28/2020,254,246.8,93.28,87.55,4559.46
11/28/2021,188,174.8,60.73,75.85,20727.25
11/29/2020,268,256.0,74.19,88.59,4633.71
11/29/2021,186,176.3,86.09,77.33,20813.35
11/30/2020,294,268.0,93.63,90.56,4727.33
11/30/2021,214,180.29999999999998,70.94,77.44,20884.3
12/01/2020,298,274.3,127.41,95.17999999999999,4854.75
12/01/2021,194,178.8,83.07000000000001,71.17,20967.39
12/02/2020,304,281.59999999999997,113.93,99.82,4968.71
12/02/2021,212,188.4,135.57,82.6,21102.93
12/03/2020,392,298.79999999999995,141.41,107.07,5110.07
12/03/2021,192,191.29999999999998,91.37,86.57,21194.26
12/04/2020,362,310.09999999999997,113.92999999999999,108.28,5224.02
12/04/2021,230,202.3,86.42,87.73,21280.62
12/05/2020,370,326.9,110.73,110.75,5334.76
12/05/2021,176,200.5,75.32,89.81,21355.96
12/06/2020,360,339.7,106.95,115.44,5441.66
12/06/2021,218,205.1,101.62,92.03,21457.57
12/07/2020,376,351.5,128.36,120.42,5570.0199999999995
12/07/2021,234,207.8,103.24,96.65,21560.79
12/08/2020,422,369.3,162.85999999999999,125.45,5732.87
12/08/2021,218,211.2,112.82,100.91,21673.58
12/09/2020,438,388.1,154.93,131.31,5887.8
12/09/2021,228,213.8,85.31,93.74,21758.94
12/10/2020,402,389.8,129.03,129.59,6016.87
12/10/2021,266,224.2,104.29,95.58,21863.22
12/11/2020,430,399.7,141.15,133.44,6157.9800000000005
12/11/2021,228,223.79999999999998,83.24,95.13,21946.43
12/12/2020,394,403.0,127.84,135.85,6285.86
12/12/2021,180,224.6,77.5,95.46000000000001,22023.989999999998
12/13/2020,418,411.2,123.89999999999999,138.3,6409.83
12/13/2021,222,225.2,83.92,92.87,22107.89
12/14/2020,420,417.8,150.68,141.51,6560.41
12/14/2021,272,230.0,94.14,91.62,22202.09
12/15/2020,418,416.8,118.55,135.13,6679.02
12/15/2021,232,232.6,91.78,88.6,22293.83
12/16/2020,404,411.8,140.08,132.99,6819.07
12/16/2021,264,237.9,103.88,91.26,22397.66
12/17/2020,432,416.4,128.60999999999999,133.01,6947.67
12/17/2021,220,231.2,66.8,85.9,22464.53
12/18/2020,470,422.3,141.83,133.09,7089.56
12/18/2021,236,232.29999999999998,121.71,91.43,22586.25
12/19/2020,404,423.6,141.09,134.95,7230.7
12/19/2021,180,232.2,66.15,89.81,22652.4
12/20/2020,450,428.3,161.77,140.39,7392.4800000000005
12/20/2021,222,232.0,107.8,93.19,22760.12
12/21/2020,462,434.0,186.18,145.45,7578.61
12/21/2021,252,229.3,89.21,92.5,22849.37
12/22/2020,484,443.5,167.74,152.47,7746.32
12/22/2021,264,234.2,93.99,92.84,22943.38
12/23/2020,448,449.5,175.75,157.55,7922.08
12/23/2021,242,230.9,84.56,90.03,23027.93
12/24/2020,476,455.7,172.0,163.76,8094.11
12/24/2021,224,231.1,94.08,93.93,23122.02
12/25/2020,404,446.59999999999997,131.42,162.31,8225.53
12/25/2021,210,227.5,64.5,85.72,23186.47
12/26/2020,410,447.3,146.01,162.99,8371.62
12/26/2021,232,235.0,107.57,91.72,23294.12
12/27/2020,416,442.5,174.12,164.78,8545.76
12/27/2021,210,233.1,71.6,86.49,23365.72
12/28/2020,448,440.8,199.01,166.65,8744.8
12/28/2021,218,228.8,119.45,90.79,23485.19
12/29/2020,424,432.40000000000003,114.07,158.89,8858.84
12/29/2021,246,225.8,88.46,90.07000000000001,23573.62
12/30/2020,432,429.7,141.84,154.07,9000.7
12/30/2021,220,223.10000000000002,61.39,86.71,23635.02
12/31/2020,470,429.3,183.24,155.7,9183.89
12/31/2021,182,216.8,74.84,84.04,23709.88
